date,season,home,away,home_score,away_score,home_win_price,away_win_price,draw_price,outcome
2017-06-17,2017,New York City,Seattle Sounders,2,1,100,254,244,1
2017-06-10,2017,Portland Timbers,FC Dallas,2,0,-105,261,257,1
2017-06-10,2017,Sporting Kansas City,CF Montreal,1,1,-217,538,333,3
2017-06-10,2017,Chicago Fire,Atlanta Utd,2,0,-143,343,292,1
2017-06-04,2017,Seattle Sounders,Houston Dynamo,1,0,-133,349,261,1
2017-06-04,2017,Orlando City,Chicago Fire,0,0,123,202,244,3
2017-06-03,2017,Colorado Rapids,Columbus Crew,2,1,138,198,221,1
2017-06-03,2017,FC Dallas,Real Salt Lake,6,2,-233,574,348,1
2017-06-03,2017,CF Montreal,New York Red Bulls,1,0,125,196,248,1
2017-06-03,2017,New England Revolution,Toronto FC,3,0,119,214,242,1
2017-06-03,2017,DC United,Los Angeles Galaxy,0,0,123,204,243,3
2017-06-03,2017,Vancouver Whitecaps,Atlanta Utd,3,1,-101,250,256,1
2017-06-03,2017,Sporting Kansas City,Minnesota United,3,0,-256,641,366,1
2017-06-03,2017,New York City,Philadelphia Union,2,1,-154,372,297,1
2017-06-02,2017,Portland Timbers,San Jose Earthquakes,2,0,-135,342,272,1
2017-05-31,2017,Houston Dynamo,Real Salt Lake,5,1,-175,417,315,1
2017-05-31,2017,Columbus Crew,Seattle Sounders,3,0,-125,305,269,1
2017-05-31,2017,New York City,New England Revolution,2,2,-119,285,274,3
2017-05-31,2017,Orlando City,DC United,2,0,-172,430,297,1
2017-05-28,2017,FC Dallas,Houston Dynamo,0,0,-154,396,284,3
2017-05-28,2017,Atlanta Utd,New York City,3,1,108,211,269,1
2017-05-27,2017,San Jose Earthquakes,Los Angeles Galaxy,2,4,-106,301,229,2
2017-05-27,2017,Colorado Rapids,Sporting Kansas City,1,0,164,173,209,1
2017-05-27,2017,Minnesota United,Orlando City,1,0,129,190,248,1
2017-05-27,2017,Real Salt Lake,Philadelphia Union,1,0,114,220,244,1
2017-05-27,2017,New York Red Bulls,New England Revolution,2,1,-139,334,286,1
2017-05-27,2017,Vancouver Whitecaps,DC United,0,1,-164,426,285,2
2017-05-27,2017,Seattle Sounders,Portland Timbers,1,0,-143,363,280,1
2017-05-26,2017,Toronto FC,Columbus Crew,5,0,102,250,248,1
2017-05-25,2017,Chicago Fire,FC Dallas,2,1,-122,317,254,1
2017-05-21,2017,Orlando City,New York City,0,3,104,231,258,2
2017-05-21,2017,Minnesota United,Los Angeles Galaxy,1,2,136,177,250,2
2017-05-21,2017,New England Revolution,Columbus Crew,2,1,-115,277,275,1
2017-05-20,2017,FC Dallas,San Jose Earthquakes,0,1,-192,522,298,2
2017-05-20,2017,Atlanta Utd,Houston Dynamo,4,1,-133,323,280,1
2017-05-20,2017,Philadelphia Union,Colorado Rapids,2,1,-130,350,254,1
2017-05-20,2017,Vancouver Whitecaps,Sporting Kansas City,2,0,125,213,225,1
2017-05-20,2017,Seattle Sounders,Real Salt Lake,1,0,-286,716,376,1
2017-05-20,2017,DC United,Chicago Fire,0,1,127,194,244,2
2017-05-20,2017,CF Montreal,Portland Timbers,4,1,114,213,249,1
2017-05-19,2017,New York Red Bulls,Toronto FC,1,1,108,237,240,3
2017-05-17,2017,San Jose Earthquakes,Orlando City,1,1,-128,333,262,3
2017-05-17,2017,Real Salt Lake,New York City,2,1,129,189,247,1
2017-05-17,2017,Chicago Fire,Colorado Rapids,3,0,-145,399,261,1
2017-05-17,2017,Sporting Kansas City,Seattle Sounders,3,0,-149,400,269,1
2017-05-17,2017,Philadelphia Union,Houston Dynamo,2,0,-101,252,252,1
2017-05-14,2017,FC Dallas,New York City,1,1,-204,521,337,3
2017-05-14,2017,New York Red Bulls,Los Angeles Galaxy,1,3,-161,415,297,2
2017-05-14,2017,Portland Timbers,Atlanta Utd,1,1,-145,345,301,3
2017-05-13,2017,Chicago Fire,Seattle Sounders,4,1,114,225,229,1
2017-05-13,2017,New England Revolution,Real Salt Lake,4,0,-222,545,351,1
2017-05-13,2017,DC United,Philadelphia Union,0,4,-111,280,263,2
2017-05-13,2017,Orlando City,Sporting Kansas City,2,2,118,221,225,3
2017-05-13,2017,CF Montreal,Columbus Crew,2,3,108,227,245,2
2017-05-13,2017,Colorado Rapids,San Jose Earthquakes,3,0,125,224,206,1
2017-05-13,2017,Toronto FC,Minnesota United,3,2,-250,592,380,1
2017-05-12,2017,Houston Dynamo,Vancouver Whitecaps,2,1,-132,345,266,1
2017-05-10,2017,Columbus Crew,Toronto FC,1,2,119,209,236,2
2017-05-07,2017,New York City,Atlanta Utd,3,1,-128,296,298,1
2017-05-07,2017,Minnesota United,Sporting Kansas City,2,0,227,108,239,1
2017-05-06,2017,Los Angeles Galaxy,Chicago Fire,2,2,104,249,233,3
2017-05-06,2017,San Jose Earthquakes,Portland Timbers,3,0,114,236,219,1
2017-05-06,2017,Real Salt Lake,FC Dallas,0,3,211,125,220,2
2017-05-06,2017,Houston Dynamo,Orlando City,4,0,-108,271,260,1
2017-05-06,2017,Columbus Crew,New England Revolution,2,0,-120,299,271,1
2017-05-06,2017,Philadelphia Union,New York Red Bulls,3,0,174,146,241,1
2017-05-06,2017,DC United,CF Montreal,0,1,-122,317,263,2
2017-05-06,2017,Seattle Sounders,Toronto FC,0,1,-159,409,294,2
2017-05-05,2017,Colorado Rapids,Vancouver Whitecaps,0,1,116,244,210,2
2017-05-03,2017,Sporting Kansas City,New York Red Bulls,2,0,-132,354,262,1
2017-05-03,2017,Toronto FC,Orlando City,2,1,-189,463,324,1
2017-04-30,2017,Atlanta Utd,DC United,1,3,-167,397,309,2
2017-04-29,2017,Los Angeles Galaxy,Philadelphia Union,0,0,-133,351,268,3
2017-04-29,2017,Seattle Sounders,New England Revolution,3,3,-164,433,288,3
2017-04-29,2017,Sporting Kansas City,Real Salt Lake,3,0,-200,581,304,1
2017-04-29,2017,FC Dallas,Portland Timbers,2,2,-152,409,275,3
2017-04-29,2017,Minnesota United,San Jose Earthquakes,0,1,146,179,233,2
2017-04-29,2017,Columbus Crew,New York City,2,3,-152,375,300,2
2017-04-29,2017,New York Red Bulls,Chicago Fire,2,1,-159,398,299,1
2017-04-29,2017,Orlando City,Colorado Rapids,2,0,-128,371,242,1
2017-04-29,2017,CF Montreal,Vancouver Whitecaps,1,2,-119,312,259,2
2017-04-28,2017,Toronto FC,Houston Dynamo,2,0,-213,524,342,1
2017-04-23,2017,Minnesota United,Colorado Rapids,1,0,133,186,250,1
2017-04-23,2017,Los Angeles Galaxy,Seattle Sounders,0,3,106,252,237,2
2017-04-23,2017,New York City,Orlando City,1,2,-143,370,282,2
2017-04-22,2017,Real Salt Lake,Atlanta Utd,1,3,100,257,248,2
2017-04-22,2017,FC Dallas,Sporting Kansas City,1,0,-114,319,240,1
2017-04-22,2017,New England Revolution,DC United,2,2,-169,463,292,3
2017-04-22,2017,New York Red Bulls,Columbus Crew,2,0,-133,338,276,1
2017-04-22,2017,Portland Timbers,Vancouver Whitecaps,2,1,-154,397,291,1
2017-04-22,2017,Houston Dynamo,San Jose Earthquakes,2,0,102,257,239,1
2017-04-22,2017,Philadelphia Union,CF Montreal,3,3,-102,269,248,3
2017-04-21,2017,Toronto FC,Chicago Fire,3,1,-167,429,298,1
2017-04-19,2017,New England Revolution,San Jose Earthquakes,0,0,-123,334,256,3
2017-04-15,2017,Portland Timbers,Sporting Kansas City,0,1,-114,304,250,2
2017-04-15,2017,Colorado Rapids,Real Salt Lake,1,2,-114,323,238,2
2017-04-15,2017,Houston Dynamo,Minnesota United,2,2,-213,542,347,3
2017-04-15,2017,Columbus Crew,Toronto FC,2,1,120,206,252,1
2017-04-15,2017,New York Red Bulls,DC United,2,0,-200,522,321,1
2017-04-15,2017,Chicago Fire,New England Revolution,3,0,-101,260,254,1
2017-04-15,2017,Orlando City,Los Angeles Galaxy,2,1,121,218,237,1
2017-04-15,2017,CF Montreal,Atlanta Utd,2,1,108,236,252,1
2017-04-14,2017,San Jose Earthquakes,FC Dallas,1,1,159,179,213,3
2017-04-14,2017,Vancouver Whitecaps,Seattle Sounders,2,1,173,156,223,1
2017-04-14,2017,Philadelphia Union,New York City,0,2,127,196,250,2
2017-04-09,2017,Sporting Kansas City,Colorado Rapids,3,1,-141,401,256,1
2017-04-09,2017,Orlando City,New York Red Bulls,1,0,150,168,240,1
2017-04-08,2017,San Jose Earthquakes,Seattle Sounders,1,1,135,214,213,3
2017-04-08,2017,Real Salt Lake,Vancouver Whitecaps,3,0,-112,301,250,1
2017-04-08,2017,FC Dallas,Minnesota United,2,0,-286,676,420,1
2017-04-08,2017,Toronto FC,Atlanta Utd,2,2,-154,384,301,3
2017-04-08,2017,Philadelphia Union,Portland Timbers,1,3,108,231,252,2
2017-04-08,2017,DC United,New York City,2,1,125,206,236,1
2017-04-08,2017,Chicago Fire,Columbus Crew,1,0,100,252,260,1
2017-04-08,2017,New England Revolution,Houston Dynamo,2,0,-139,354,288,1
2017-04-07,2017,Los Angeles Galaxy,CF Montreal,2,0,-167,449,296,1
2017-04-02,2017,Portland Timbers,New England Revolution,1,1,-143,354,295,3
2017-04-01,2017,Vancouver Whitecaps,Los Angeles Galaxy,4,2,123,219,231,1
2017-04-01,2017,Houston Dynamo,New York Red Bulls,4,1,152,171,234,1
2017-04-01,2017,Minnesota United,Real Salt Lake,4,2,169,143,254,1
2017-04-01,2017,DC United,Philadelphia Union,2,1,116,234,231,1
2017-04-01,2017,Columbus Crew,Orlando City,2,0,-154,370,307,1
2017-04-01,2017,Chicago Fire,CF Montreal,2,2,-145,386,279,3
2017-04-01,2017,New York City,San Jose Earthquakes,2,1,-130,333,273,1
2017-03-31,2017,Seattle Sounders,Atlanta Utd,0,0,-156,388,301,3
2017-03-31,2017,Toronto FC,Sporting Kansas City,0,0,-141,388,264,3
2017-03-25,2017,Columbus Crew,Portland Timbers,3,2,-135,323,295,1
2017-03-25,2017,New York Red Bulls,Real Salt Lake,0,0,-233,596,349,3
2017-03-25,2017,New England Revolution,Minnesota United,5,2,-256,633,372,1
2017-03-19,2017,Seattle Sounders,New York Red Bulls,3,1,110,239,246,1
2017-03-18,2017,Portland Timbers,Houston Dynamo,4,2,-143,369,290,1
2017-03-18,2017,Real Salt Lake,Los Angeles Galaxy,1,2,-101,276,241,2
2017-03-18,2017,Colorado Rapids,Minnesota United,2,2,-244,647,350,3
2017-03-18,2017,Sporting Kansas City,San Jose Earthquakes,2,1,-128,357,254,1
2017-03-18,2017,FC Dallas,New England Revolution,2,1,-161,434,293,1
2017-03-18,2017,Orlando City,Philadelphia Union,2,1,106,249,247,1
2017-03-18,2017,DC United,Columbus Crew,0,2,117,220,247,2
2017-03-18,2017,Atlanta Utd,Chicago Fire,4,0,-118,297,274,1
2017-03-18,2017,Vancouver Whitecaps,Toronto FC,0,2,142,192,227,2
2017-03-18,2017,New York City,CF Montreal,1,1,-133,328,292,3
2017-03-12,2017,Los Angeles Galaxy,Portland Timbers,0,1,108,244,242,2
2017-03-12,2017,Minnesota United,Atlanta Utd,1,6,154,185,217,2
2017-03-12,2017,New York City,DC United,4,0,-135,332,292,1
2017-03-11,2017,San Jose Earthquakes,Vancouver Whitecaps,3,2,-139,407,254,1
2017-03-11,2017,Sporting Kansas City,FC Dallas,0,0,-122,330,259,3
2017-03-11,2017,Houston Dynamo,Columbus Crew,3,1,116,225,246,1
2017-03-11,2017,CF Montreal,Seattle Sounders,2,2,124,223,229,3
2017-03-11,2017,Philadelphia Union,Toronto FC,2,2,181,149,227,3
2017-03-11,2017,New York Red Bulls,Colorado Rapids,1,0,-149,420,272,1
2017-03-11,2017,Chicago Fire,Real Salt Lake,2,0,-130,340,274,1
2017-03-05,2017,Vancouver Whitecaps,Philadelphia Union,0,0,100,260,252,3
2017-03-05,2017,Atlanta Utd,New York Red Bulls,1,2,141,181,246,2
2017-03-05,2017,Orlando City,New York City,1,0,106,225,272,1
2017-03-04,2017,San Jose Earthquakes,CF Montreal,1,0,104,267,236,1
2017-03-04,2017,Houston Dynamo,Seattle Sounders,2,1,139,196,229,1
2017-03-04,2017,DC United,Sporting Kansas City,0,0,131,214,224,3
2017-03-04,2017,Colorado Rapids,New England Revolution,1,0,-102,291,235,1
2017-03-04,2017,Real Salt Lake,Toronto FC,0,0,160,171,225,3
2017-03-04,2017,Los Angeles Galaxy,FC Dallas,1,2,138,195,231,2
2017-03-04,2017,Columbus Crew,Chicago Fire,1,1,-125,326,272,3
2017-03-03,2017,Portland Timbers,Minnesota United,5,1,-208,534,338,1
2016-12-10,2016,Toronto FC,Seattle Sounders,0,1,-139,372,278,3
2016-11-30,2016,Toronto FC,CF Montreal,5,2,-222,567,359,1
2016-11-27,2016,Colorado Rapids,Seattle Sounders,0,1,106,268,236,2
2016-11-22,2016,Seattle Sounders,Colorado Rapids,2,1,-118,348,244,1
2016-11-22,2016,CF Montreal,Toronto FC,3,2,206,133,235,1
2016-11-06,2016,FC Dallas,Seattle Sounders,2,1,-167,437,296,1
2016-11-06,2016,New York City,Toronto FC,0,5,131,186,252,2
2016-11-06,2016,New York Red Bulls,CF Montreal,1,2,-238,594,368,2
2016-11-06,2016,Colorado Rapids,Los Angeles Galaxy,2,0,-101,287,231,1
2016-10-30,2016,Seattle Sounders,FC Dallas,3,0,120,229,227,1
2016-10-30,2016,Toronto FC,New York City,2,0,-200,493,338,1
2016-10-30,2016,Los Angeles Galaxy,Colorado Rapids,1,0,102,280,225,1
2016-10-30,2016,CF Montreal,New York Red Bulls,1,0,165,156,236,1
2016-10-27,2016,Seattle Sounders,Sporting Kansas City,1,0,-115,312,246,1
2016-10-27,2016,DC United,CF Montreal,2,4,-115,291,262,2
2016-10-26,2016,Los Angeles Galaxy,Real Salt Lake,3,1,-143,390,265,1
2016-10-26,2016,Toronto FC,Philadelphia Union,3,1,-192,500,321,1
2016-10-23,2016,Colorado Rapids,Houston Dynamo,1,1,-189,528,295,3
2016-10-23,2016,Los Angeles Galaxy,FC Dallas,0,0,189,137,234,3
2016-10-23,2016,New England Revolution,CF Montreal,3,0,-109,264,267,1
2016-10-23,2016,New York City,Columbus Crew,4,1,-149,334,317,1
2016-10-23,2016,Orlando City,DC United,4,2,-128,295,294,1
2016-10-23,2016,Philadelphia Union,New York Red Bulls,0,2,162,150,249,2
2016-10-23,2016,Seattle Sounders,Real Salt Lake,2,1,-149,399,276,1
2016-10-23,2016,Sporting Kansas City,San Jose Earthquakes,2,0,-227,587,337,1
2016-10-23,2016,Toronto FC,Chicago Fire,3,2,-303,742,415,1
2016-10-23,2016,Vancouver Whitecaps,Portland Timbers,4,1,165,143,257,1
2016-10-16,2016,FC Dallas,Seattle Sounders,2,1,-139,379,277,1
2016-10-16,2016,Houston Dynamo,Los Angeles Galaxy,0,1,133,204,239,2
2016-10-16,2016,Portland Timbers,Colorado Rapids,1,0,-145,396,283,1
2016-10-16,2016,Real Salt Lake,Sporting Kansas City,0,0,119,233,236,3
2016-10-16,2016,San Jose Earthquakes,Vancouver Whitecaps,0,0,-114,319,254,3
2016-10-16,2016,CF Montreal,Toronto FC,2,2,127,199,254,3
2016-10-16,2016,Chicago Fire,New England Revolution,2,1,186,133,264,1
2016-10-16,2016,DC United,New York City,3,1,108,231,269,1
2016-10-16,2016,New York Red Bulls,Columbus Crew,3,2,-263,649,420,1
2016-10-16,2016,Philadelphia Union,Orlando City,0,2,-189,478,344,2
2016-10-13,2016,Colorado Rapids,San Jose Earthquakes,2,1,-127,371,250,1
2016-10-13,2016,Chicago Fire,Columbus Crew,2,2,204,122,261,3
2016-10-12,2016,Seattle Sounders,Houston Dynamo,0,0,-270,744,393,3
2016-10-08,2016,Houston Dynamo,Colorado Rapids,2,3,127,211,227,2
2016-10-02,2016,Vancouver Whitecaps,Seattle Sounders,1,2,124,221,225,2
2016-10-02,2016,Orlando City,CF Montreal,0,1,104,231,268,2
2016-10-01,2016,San Jose Earthquakes,Real Salt Lake,2,1,112,242,231,1
2016-10-01,2016,Colorado Rapids,Portland Timbers,1,0,-108,289,246,1
2016-10-01,2016,FC Dallas,Los Angeles Galaxy,1,0,-137,349,283,1
2016-10-01,2016,Columbus Crew,Chicago Fire,3,0,-204,494,348,1
2016-10-01,2016,New England Revolution,Sporting Kansas City,3,1,104,246,246,1
2016-10-01,2016,Toronto FC,DC United,1,2,-135,338,286,2
2016-10-01,2016,New York Red Bulls,Philadelphia Union,3,2,-172,415,322,1
2016-09-30,2016,Houston Dynamo,New York City,0,2,-122,299,280,2
2016-09-28,2016,Seattle Sounders,Chicago Fire,1,0,-233,571,355,1
2016-09-28,2016,CF Montreal,San Jose Earthquakes,3,1,-114,307,249,1
2016-09-28,2016,DC United,Columbus Crew,3,0,131,185,252,1
2016-09-28,2016,Toronto FC,Orlando City,0,0,-200,482,338,3
2016-09-25,2016,Columbus Crew,New England Revolution,2,0,-127,317,275,1
2016-09-25,2016,Los Angeles Galaxy,Seattle Sounders,2,4,100,248,257,2
2016-09-24,2016,San Jose Earthquakes,Sporting Kansas City,1,2,119,231,225,2
2016-09-24,2016,Real Salt Lake,FC Dallas,0,0,156,174,221,3
2016-09-24,2016,Houston Dynamo,Portland Timbers,3,1,106,241,248,1
2016-09-24,2016,DC United,Orlando City,4,1,-128,309,287,1
2016-09-24,2016,New York Red Bulls,CF Montreal,1,0,-185,459,323,1
2016-09-24,2016,Vancouver Whitecaps,Colorado Rapids,3,3,108,269,222,3
2016-09-24,2016,Toronto FC,Philadelphia Union,1,1,-147,363,295,3
2016-09-23,2016,New York City,Chicago Fire,4,1,-137,328,291,1
2016-09-18,2016,Toronto FC,New York Red Bulls,3,3,134,189,244,3
2016-09-18,2016,Sporting Kansas City,Los Angeles Galaxy,2,2,-149,384,287,3
2016-09-17,2016,Real Salt Lake,Houston Dynamo,0,1,-141,359,279,2
2016-09-17,2016,Colorado Rapids,San Jose Earthquakes,0,0,-101,292,225,3
2016-09-17,2016,CF Montreal,New England Revolution,1,3,-130,332,270,2
2016-09-17,2016,Orlando City,Columbus Crew,1,4,106,234,260,2
2016-09-17,2016,New York City,FC Dallas,2,2,147,174,239,3
2016-09-17,2016,Portland Timbers,Philadelphia Union,2,1,-132,340,272,1
2016-09-17,2016,Seattle Sounders,Vancouver Whitecaps,1,0,-132,349,268,1
2016-09-16,2016,Chicago Fire,DC United,2,2,-101,254,257,3
2016-09-11,2016,Los Angeles Galaxy,Orlando City,4,2,-141,368,293,1
2016-09-11,2016,New York Red Bulls,DC United,2,2,-200,534,334,3
2016-09-10,2016,Portland Timbers,Real Salt Lake,1,0,-141,363,295,1
2016-09-10,2016,San Jose Earthquakes,Seattle Sounders,1,1,124,229,225,3
2016-09-10,2016,FC Dallas,Colorado Rapids,0,1,-120,354,248,2
2016-09-10,2016,Chicago Fire,Toronto FC,1,2,133,202,238,2
2016-09-10,2016,New England Revolution,New York City,3,1,114,225,254,1
2016-09-10,2016,Philadelphia Union,CF Montreal,1,1,-118,307,271,3
2016-09-10,2016,Columbus Crew,Vancouver Whitecaps,1,3,-139,376,278,2
2016-09-09,2016,Sporting Kansas City,Houston Dynamo,3,3,-182,525,297,3
2016-09-07,2016,Real Salt Lake,Los Angeles Galaxy,3,3,-118,320,260,3
2016-09-07,2016,CF Montreal,Orlando City,1,4,-172,433,323,2
2016-09-03,2016,Los Angeles Galaxy,Columbus Crew,2,1,-111,300,260,1
2016-09-03,2016,FC Dallas,Portland Timbers,3,1,-164,448,304,1
2016-09-03,2016,Chicago Fire,Philadelphia Union,3,0,122,215,250,1
2016-09-03,2016,New England Revolution,Colorado Rapids,2,0,100,288,235,1
2016-09-03,2016,Vancouver Whitecaps,New York Red Bulls,0,1,167,164,233,2
2016-09-01,2016,New York City,DC United,3,2,-143,367,296,1
2016-08-28,2016,Orlando City,New York City,2,1,147,169,259,1
2016-08-28,2016,Portland Timbers,Seattle Sounders,4,2,125,215,241,1
2016-08-28,2016,New York Red Bulls,New England Revolution,1,0,-200,520,337,1
2016-08-27,2016,Los Angeles Galaxy,Vancouver Whitecaps,0,0,-156,425,298,3
2016-08-27,2016,Houston Dynamo,FC Dallas,1,3,193,142,233,2
2016-08-27,2016,Columbus Crew,San Jose Earthquakes,2,0,-101,278,249,1
2016-08-27,2016,Toronto FC,CF Montreal,0,1,-141,376,282,2
2016-08-27,2016,DC United,Chicago Fire,6,2,-112,301,263,1
2016-08-27,2016,Philadelphia Union,Sporting Kansas City,2,0,127,213,242,1
2016-08-26,2016,Real Salt Lake,Colorado Rapids,2,1,125,229,227,1
2016-08-24,2016,San Jose Earthquakes,New England Revolution,0,0,-152,408,291,3
2016-08-24,2016,Houston Dynamo,Seattle Sounders,1,1,137,200,234,3
2016-08-24,2016,Chicago Fire,Los Angeles Galaxy,2,2,114,239,241,3
2016-08-24,2016,CF Montreal,DC United,1,1,-137,376,276,3
2016-08-24,2016,Columbus Crew,Philadelphia Union,1,2,-137,340,300,2
2016-08-24,2016,Orlando City,Toronto FC,1,2,144,177,249,2
2016-08-21,2016,Seattle Sounders,Portland Timbers,3,1,-130,344,275,1
2016-08-21,2016,DC United,New York Red Bulls,2,2,168,156,242,3
2016-08-20,2016,Real Salt Lake,FC Dallas,1,0,149,181,237,1
2016-08-20,2016,Sporting Kansas City,Vancouver Whitecaps,2,0,-167,465,294,1
2016-08-20,2016,Colorado Rapids,Orlando City,0,0,-169,463,301,3
2016-08-20,2016,CF Montreal,Chicago Fire,0,3,-164,444,300,2
2016-08-20,2016,New England Revolution,Columbus Crew,0,2,104,243,264,2
2016-08-20,2016,Philadelphia Union,Toronto FC,1,3,129,194,259,2
2016-08-20,2016,New York City,Los Angeles Galaxy,1,0,119,204,272,1
2016-08-19,2016,San Jose Earthquakes,Houston Dynamo,1,2,-152,430,283,2
2016-08-14,2016,Houston Dynamo,Toronto FC,1,1,183,148,229,3
2016-08-14,2016,Seattle Sounders,Real Salt Lake,2,1,-175,487,305,1
2016-08-14,2016,Chicago Fire,Orlando City,2,2,-114,309,263,3
2016-08-13,2016,Los Angeles Galaxy,Colorado Rapids,1,1,-101,295,233,3
2016-08-13,2016,FC Dallas,Sporting Kansas City,2,2,-110,309,247,3
2016-08-13,2016,DC United,Portland Timbers,2,0,-103,281,248,1
2016-08-13,2016,Columbus Crew,New York City,3,3,-103,248,283,3
2016-08-13,2016,New England Revolution,Philadelphia Union,0,4,-110,285,271,2
2016-08-13,2016,New York Red Bulls,CF Montreal,3,1,-139,368,284,1
2016-08-12,2016,Vancouver Whitecaps,San Jose Earthquakes,1,2,112,246,236,2
2016-08-07,2016,Los Angeles Galaxy,New York Red Bulls,2,2,-118,303,272,3
2016-08-07,2016,Orlando City,Seattle Sounders,1,3,135,192,247,2
2016-08-07,2016,Portland Timbers,Sporting Kansas City,3,0,114,234,247,1
2016-08-06,2016,Real Salt Lake,Chicago Fire,3,1,-147,408,281,1
2016-08-06,2016,Colorado Rapids,Vancouver Whitecaps,2,0,-132,388,258,1
2016-08-06,2016,CF Montreal,Houston Dynamo,1,0,-127,358,263,1
2016-08-06,2016,Toronto FC,New England Revolution,4,1,-135,366,275,1
2016-08-06,2016,DC United,Philadelphia Union,2,2,135,202,236,3
2016-08-05,2016,San Jose Earthquakes,New York City,0,0,110,227,262,3
2016-08-03,2016,Toronto FC,Real Salt Lake,1,0,-169,450,309,1
2016-07-31,2016,Houston Dynamo,San Jose Earthquakes,1,1,108,263,233,3
2016-07-31,2016,Orlando City,New England Revolution,3,1,121,214,252,1
2016-07-31,2016,Toronto FC,Columbus Crew,3,0,100,259,262,1
2016-07-31,2016,Chicago Fire,New York Red Bulls,2,2,199,131,249,3
2016-07-31,2016,Philadelphia Union,Real Salt Lake,1,2,-130,336,283,2
2016-07-31,2016,DC United,CF Montreal,1,1,149,185,231,3
2016-07-31,2016,FC Dallas,Vancouver Whitecaps,2,0,-200,586,313,1
2016-07-31,2016,Seattle Sounders,Los Angeles Galaxy,1,1,146,183,240,3
2016-07-31,2016,Sporting Kansas City,Portland Timbers,1,0,-143,384,284,1
2016-07-30,2016,New York City,Colorado Rapids,5,1,150,179,237,1
2016-07-24,2016,Sporting Kansas City,Seattle Sounders,3,0,-130,379,254,1
2016-07-24,2016,New York Red Bulls,New York City,4,1,-141,343,309,1
2016-07-23,2016,Houston Dynamo,Vancouver Whitecaps,0,0,-102,269,260,3
2016-07-23,2016,Colorado Rapids,FC Dallas,1,1,117,246,227,3
2016-07-23,2016,CF Montreal,Philadelphia Union,5,1,-114,294,271,1
2016-07-23,2016,Columbus Crew,Orlando City,2,2,-185,479,330,3
2016-07-23,2016,New England Revolution,Chicago Fire,1,0,-135,378,271,1
2016-07-23,2016,Toronto FC,DC United,4,1,-133,396,256,1
2016-07-23,2016,Portland Timbers,Los Angeles Galaxy,1,2,123,215,246,2
2016-07-22,2016,Real Salt Lake,San Jose Earthquakes,1,1,-105,297,239,3
2016-07-17,2016,Philadelphia Union,New York Red Bulls,2,2,163,167,234,3
2016-07-17,2016,CF Montreal,New York City,1,3,124,209,254,2
2016-07-17,2016,Portland Timbers,Seattle Sounders,3,1,100,285,235,1
2016-07-16,2016,San Jose Earthquakes,Toronto FC,2,1,110,258,233,1
2016-07-16,2016,Real Salt Lake,New England Revolution,0,0,-105,275,265,3
2016-07-16,2016,Vancouver Whitecaps,Orlando City,2,2,-222,588,357,3
2016-07-16,2016,Colorado Rapids,Sporting Kansas City,1,0,108,261,233,1
2016-07-16,2016,FC Dallas,Chicago Fire,3,1,-200,542,330,1
2016-07-16,2016,Columbus Crew,DC United,1,1,-145,399,284,3
2016-07-15,2016,Los Angeles Galaxy,Houston Dynamo,1,0,-172,476,303,1
2016-07-13,2016,Portland Timbers,CF Montreal,1,1,-119,330,258,3
2016-07-13,2016,Seattle Sounders,FC Dallas,5,0,-103,285,254,1
2016-07-13,2016,Vancouver Whitecaps,Real Salt Lake,2,0,-175,465,324,1
2016-07-13,2016,Chicago Fire,Sporting Kansas City,1,0,140,202,224,1
2016-07-13,2016,New York Red Bulls,Orlando City,2,0,-244,618,395,1
2016-07-13,2016,Columbus Crew,Toronto FC,1,1,-161,441,294,3
2016-07-10,2016,Sporting Kansas City,New York City,3,1,-101,260,263,1
2016-07-10,2016,New York Red Bulls,Portland Timbers,0,0,-189,488,334,3
2016-07-09,2016,Real Salt Lake,CF Montreal,1,1,100,262,257,3
2016-07-09,2016,Vancouver Whitecaps,Colorado Rapids,2,2,112,252,231,3
2016-07-09,2016,New England Revolution,Columbus Crew,3,1,-102,260,268,1
2016-07-09,2016,Toronto FC,Chicago Fire,1,0,-115,303,268,1
2016-07-09,2016,Philadelphia Union,DC United,3,0,-118,322,260,1
2016-07-09,2016,Seattle Sounders,Los Angeles Galaxy,0,1,116,231,246,2
2016-07-08,2016,San Jose Earthquakes,FC Dallas,0,1,134,214,222,2
2016-07-08,2016,Orlando City,Houston Dynamo,0,0,145,175,252,3
2016-07-06,2016,New England Revolution,New York City,0,1,-102,247,281,2
2016-07-04,2016,Los Angeles Galaxy,Vancouver Whitecaps,2,0,-175,447,323,1
2016-07-04,2016,Colorado Rapids,Portland Timbers,0,0,-156,434,284,3
2016-07-04,2016,FC Dallas,Orlando City,4,0,-192,465,354,1
2016-07-03,2016,Sporting Kansas City,Columbus Crew,3,2,112,238,245,1
2016-07-03,2016,New York City,New York Red Bulls,2,0,173,146,257,1
2016-07-02,2016,Houston Dynamo,Philadelphia Union,1,0,-130,353,274,1
2016-07-02,2016,Toronto FC,Seattle Sounders,1,1,104,280,235,3
2016-07-02,2016,CF Montreal,New England Revolution,3,2,136,200,238,1
2016-07-01,2016,Real Salt Lake,DC United,1,1,-112,315,252,3
2016-07-01,2016,Chicago Fire,San Jose Earthquakes,1,0,119,229,240,1
